Competition Title,Competition Date,FIRST,LAST,Nation,Rank,Qualification lead,Qualification speed,Qualification boulder,Final lead,Final speed,Final boulder,Points,Final Points,Category
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Janja,GARNBRET,SLO,1,43,9.1657,4T4z552.,Top1.,13.3996.,1T2z122.,112,12,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Akiyo,NOGUCHI,JPN,2,38,9.3911,4T4z1284.,40+3.,10.0827.,2T2z331.,80,21,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Shauna,COXSEY,GBR,3,39,10.42214,4T4z441.,20 7.,9.2252.,1T2z233.,42,42,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Aleksandra,MIROSLAW,POL,4,30,7.3211,0T0z0019.,10 8.,7.7501.,0T0z008.,390,64,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Miho,NONAKA,JPN,5,43,8.9945,3T4z576.,23+5.,12.3564.,1T2z344.,420,80,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ai,MORI,JPN,6,1,12.58518,1T2z1816.,Top2.,12.8608.,1T2z375.,288,80,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Futaba,ITO,JPN,7,44,8.9174,4T4z12125.,27 4.,8.6555.,0T2z026.,300,120,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Petra,KLINGLER,SUI,8,43,9.2018,4T4z663.,23+6.,8.9013.,0T2z037.,288,126,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Brooke,RABOUTOU,USA,9,42,9.1296,2T2z3310.,,,,420,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jessica,PILZ,AUT,10,42,9.56411,3T4z6107.,,,,462,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Anouck,JAUBERT,FRA,11,36,7.5142,1T2z2517.,,,,612,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Julia,CHANOURDIE,FRA,12,43,9.2639,3T3z868.,,,,792,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Chaehyun,SEO,KOR,13,41,10.77016,2T2z9913.,,,,1040,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Mia,KRAMPL,SLO,14,40,12.79719,1T2z1514.,,,,1064,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Di,NIU,CHN,15,29,8.1373,0T0z0019.,,,,1111.5,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Vita,LUKAN,SLO,16,43,13.2282,2T4z499.,,,,1620,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Lucka,RAKOVEC,SLO,17,42,10.47715,2T2z5512.,,,,1800,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Alannah,YIP,CAN,18,37,9.96312,2T2z5311.,,,,2112,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Nanako,KURA,JPN,19,38,10.11813,1T2z1715.,,,,3315,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ievgeniia,KAZBEKOVA,UKR,20,44,10.82217,1T1z1118.,,,,3978,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Tomoa,NARASAKI,JPN,1,38,6.3524,3T4z1164.,30 2.,fall2.,3T3z431.,112,4,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jakob,SCHUBERT,AUT,2,38,7.38515,3T4z482.,Top1.,7.2087.,0T3z065.,60,35,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Rishat,KHAIBULLIN,KAZ,3,43,5.8631,1T1z4317.,22 5.,5.9151.,0T1z028.,272,40,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Kai,HARADA,JPN,4,43,6.6346,3T4z493.,30 3.,6.3483.,0T2z066.,234,54,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Meichi,NARASAKI,JPN,5,41,6.7768,3T4z1185.,21 6.,6.6895.,1T3z142.,400,60,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Kokoro,FUJII,JPN,6,37,6.5315,2T4z3167.,29+4.,9.4386.,1T3z263.,175,72,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Mickael,MAWEM,FRA,7,41,6.2503,2T3z248.,20 7.,6.7164.,1T2z344.,432,112,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Alexander,MEGOS,GER,8,38,8.29517,4T4z11111.,8,7.5708.,0T1z017.,17,448,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ludovico,FOSSALI,ITA,9,29,5.8892,0T0z0020.,,,,800,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Sean,MCCOLL,CAN,10,37,8.35418,1T2z2315.,,,,810,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Yannick,FLOHÉ,GER,11,36,7.39616,1T3z51014.,,,,896,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Nathaniel,COLEMAN,USA,12,39,7.0241,1T3z2812.,,,,960,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Rudolph,RUANA,USA,13,38,7.28712,0T3z01718.,,,,1296,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Michael,PICCOLRUAZ,ITA,14,44,6.6557,1T3z4713.,,,,1365,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Keita,DOHI,JPN,15,42,7.12411,1T4z6811.,,,,1452,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jernej,KRUDER,SLO,16,43,7.29513,2T3z759.,,,,1638,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jan,HOJER,GER,17,41,8.35719,2T3z12610.,,,,2090,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Adam,ONDRA,CZE,18,29,9.0002,3T3z1266.,,,,2280,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Stefano,GHISOLFI,ITA,19,40,7.34714,0T2z0419.,,,,2394,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jongwon,CHON,KOR,20,42,6.8849,1T2z2416.,,,,2448,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Janja,GARNBRET,SLO,1,43,9.1657,4T4z552.,Top1.,13.3996.,1T2z122.,112,12,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Akiyo,NOGUCHI,JPN,2,38,9.3911,4T4z1284.,40+3.,10.0827.,2T2z331.,80,21,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Shauna,COXSEY,GBR,3,39,10.42214,4T4z441.,20 7.,9.2252.,1T2z233.,42,42,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Aleksandra,MIROSLAW,POL,4,30,7.3211,0T0z0019.,10 8.,7.7501.,0T0z008.,390,64,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Miho,NONAKA,JPN,5,43,8.9945,3T4z576.,23+5.,12.3564.,1T2z344.,420,80,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ai,MORI,JPN,6,1,12.58518,1T2z1816.,Top2.,12.8608.,1T2z375.,288,80,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Futaba,ITO,JPN,7,44,8.9174,4T4z12125.,27 4.,8.6555.,0T2z026.,300,120,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Petra,KLINGLER,SUI,8,43,9.2018,4T4z663.,23+6.,8.9013.,0T2z037.,288,126,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Brooke,RABOUTOU,USA,9,42,9.1296,2T2z3310.,,,,420,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jessica,PILZ,AUT,10,42,9.56411,3T4z6107.,,,,462,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Anouck,JAUBERT,FRA,11,36,7.5142,1T2z2517.,,,,612,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Julia,CHANOURDIE,FRA,12,43,9.2639,3T3z868.,,,,792,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Chaehyun,SEO,KOR,13,41,10.77016,2T2z9913.,,,,1040,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Mia,KRAMPL,SLO,14,40,12.79719,1T2z1514.,,,,1064,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Di,NIU,CHN,15,29,8.1373,0T0z0019.,,,,1111.5,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Vita,LUKAN,SLO,16,43,13.2282,2T4z499.,,,,1620,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Lucka,RAKOVEC,SLO,17,42,10.47715,2T2z5512.,,,,1800,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Alannah,YIP,CAN,18,37,9.96312,2T2z5311.,,,,2112,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Nanako,KURA,JPN,19,38,10.11813,1T2z1715.,,,,3315,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ievgeniia,KAZBEKOVA,UKR,20,44,10.82217,1T1z1118.,,,,3978,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Tomoa,NARASAKI,JPN,1,38,6.3524,3T4z1164.,30 2.,fall2.,3T3z431.,112,4,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jakob,SCHUBERT,AUT,2,38,7.38515,3T4z482.,Top1.,7.2087.,0T3z065.,60,35,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Rishat,KHAIBULLIN,KAZ,3,43,5.8631,1T1z4317.,22 5.,5.9151.,0T1z028.,272,40,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Kai,HARADA,JPN,4,43,6.6346,3T4z493.,30 3.,6.3483.,0T2z066.,234,54,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Meichi,NARASAKI,JPN,5,41,6.7768,3T4z1185.,21 6.,6.6895.,1T3z142.,400,60,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Kokoro,FUJII,JPN,6,37,6.5315,2T4z3167.,29+4.,9.4386.,1T3z263.,175,72,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Mickael,MAWEM,FRA,7,41,6.2503,2T3z248.,20 7.,6.7164.,1T2z344.,432,112,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Alexander,MEGOS,GER,8,38,8.29517,4T4z11111.,8,7.5708.,0T1z017.,17,448,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ludovico,FOSSALI,ITA,9,29,5.8892,0T0z0020.,,,,800,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Sean,MCCOLL,CAN,10,37,8.35418,1T2z2315.,,,,810,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Yannick,FLOHÉ,GER,11,36,7.39616,1T3z51014.,,,,896,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Nathaniel,COLEMAN,USA,12,39,7.0241,1T3z2812.,,,,960,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Rudolph,RUANA,USA,13,38,7.28712,0T3z01718.,,,,1296,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Michael,PICCOLRUAZ,ITA,14,44,6.6557,1T3z4713.,,,,1365,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Keita,DOHI,JPN,15,42,7.12411,1T4z6811.,,,,1452,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jernej,KRUDER,SLO,16,43,7.29513,2T3z759.,,,,1638,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jan,HOJER,GER,17,41,8.35719,2T3z12610.,,,,2090,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Adam,ONDRA,CZE,18,29,9.0002,3T3z1266.,,,,2280,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Stefano,GHISOLFI,ITA,19,40,7.34714,0T2z0419.,,,,2394,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jongwon,CHON,KOR,20,42,6.8849,1T2z2416.,,,,2448,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Janja,GARNBRET,SLO,1,43,9.1657,4T4z552.,Top1.,13.3996.,1T2z122.,112,12,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Akiyo,NOGUCHI,JPN,2,38,9.3911,4T4z1284.,40+3.,10.0827.,2T2z331.,80,21,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Shauna,COXSEY,GBR,3,39,10.42214,4T4z441.,20 7.,9.2252.,1T2z233.,42,42,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Aleksandra,MIROSLAW,POL,4,30,7.3211,0T0z0019.,10 8.,7.7501.,0T0z008.,390,64,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Miho,NONAKA,JPN,5,43,8.9945,3T4z576.,23+5.,12.3564.,1T2z344.,420,80,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ai,MORI,JPN,6,1,12.58518,1T2z1816.,Top2.,12.8608.,1T2z375.,288,80,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Futaba,ITO,JPN,7,44,8.9174,4T4z12125.,27 4.,8.6555.,0T2z026.,300,120,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Petra,KLINGLER,SUI,8,43,9.2018,4T4z663.,23+6.,8.9013.,0T2z037.,288,126,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Brooke,RABOUTOU,USA,9,42,9.1296,2T2z3310.,,,,420,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jessica,PILZ,AUT,10,42,9.56411,3T4z6107.,,,,462,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Anouck,JAUBERT,FRA,11,36,7.5142,1T2z2517.,,,,612,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Julia,CHANOURDIE,FRA,12,43,9.2639,3T3z868.,,,,792,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Chaehyun,SEO,KOR,13,41,10.77016,2T2z9913.,,,,1040,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Mia,KRAMPL,SLO,14,40,12.79719,1T2z1514.,,,,1064,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Di,NIU,CHN,15,29,8.1373,0T0z0019.,,,,1111.5,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Vita,LUKAN,SLO,16,43,13.2282,2T4z499.,,,,1620,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Lucka,RAKOVEC,SLO,17,42,10.47715,2T2z5512.,,,,1800,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Alannah,YIP,CAN,18,37,9.96312,2T2z5311.,,,,2112,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Nanako,KURA,JPN,19,38,10.11813,1T2z1715.,,,,3315,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ievgeniia,KAZBEKOVA,UKR,20,44,10.82217,1T1z1118.,,,,3978,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Tomoa,NARASAKI,JPN,1,38,6.3524,3T4z1164.,30 2.,fall2.,3T3z431.,112,4,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jakob,SCHUBERT,AUT,2,38,7.38515,3T4z482.,Top1.,7.2087.,0T3z065.,60,35,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Rishat,KHAIBULLIN,KAZ,3,43,5.8631,1T1z4317.,22 5.,5.9151.,0T1z028.,272,40,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Kai,HARADA,JPN,4,43,6.6346,3T4z493.,30 3.,6.3483.,0T2z066.,234,54,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Meichi,NARASAKI,JPN,5,41,6.7768,3T4z1185.,21 6.,6.6895.,1T3z142.,400,60,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Kokoro,FUJII,JPN,6,37,6.5315,2T4z3167.,29+4.,9.4386.,1T3z263.,175,72,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Mickael,MAWEM,FRA,7,41,6.2503,2T3z248.,20 7.,6.7164.,1T2z344.,432,112,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Alexander,MEGOS,GER,8,38,8.29517,4T4z11111.,8,7.5708.,0T1z017.,17,448,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Ludovico,FOSSALI,ITA,9,29,5.8892,0T0z0020.,,,,800,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Sean,MCCOLL,CAN,10,37,8.35418,1T2z2315.,,,,810,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Yannick,FLOHÉ,GER,11,36,7.39616,1T3z51014.,,,,896,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Nathaniel,COLEMAN,USA,12,39,7.0241,1T3z2812.,,,,960,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Rudolph,RUANA,USA,13,38,7.28712,0T3z01718.,,,,1296,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Michael,PICCOLRUAZ,ITA,14,44,6.6557,1T3z4713.,,,,1365,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Keita,DOHI,JPN,15,42,7.12411,1T4z6811.,,,,1452,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jernej,KRUDER,SLO,16,43,7.29513,2T3z759.,,,,1638,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jan,HOJER,GER,17,41,8.35719,2T3z12610.,,,,2090,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Adam,ONDRA,CZE,18,29,9.0002,3T3z1266.,,,,2280,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Stefano,GHISOLFI,ITA,19,40,7.34714,0T2z0419.,,,,2394,,combined
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,Jongwon,CHON,KOR,20,42,6.8849,1T2z2416.,,,,2448,,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Janja,GARNBRET,SLO,1,11,10.6245,1T1z111.,Top1.,11.2815.,4T4z771.,10,5,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Sol,SA,KOR,2,11,9.8062,1T1z776.,23+6.,9.2731.,2T4z9182.,72,12,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Jessica,PILZ,AUT,3,11,11.9986,1T1z443.,Top2.,10.3522.,1T2z276.,18,24,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Akiyo,NOGUCHI,JPN,4,11,10.5484,1T1z222.,31+3.,fall6.,2T2z663.,24,54,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Miho,NONAKA,JPN,5,11,9.0611,1T1z554.,26+4.,fall4.,2T2z1084.,20,64,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Petra,KLINGLER,SUI,6,11,10.0103,1T1z665.,26+5.,Wildcard3.,2T2z12125.,60,75,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Jakob,SCHUBERT,AUT,1,50,83,7,37+2.,2,4T4z841.,581,4,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Adam,ONDRA,CZE,2,50,54,12,42+1.,5,4T4z1162.,1296,10,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Jan,HOJER,GER,3,41,13,6,26+6.,1,3T4z864.,1560,24,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Kai,HARADA,JPN,4,49,23,1,34+3.,4,3T3z745.,207,60,combined
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,16 September 2018,Tomoa,NARASAKI,JPN,5,48,6,4,34 4.,6,3T4z653.,264,72,combined
